Brand,Latitude,Longitude,Nationality,Purpose,Number,Town
Wild Atlantic Way,53.01744,-9.373,British,VFR Trips,828,Doolin.Co..Clare.
Wild Atlantic Way,52.73085,-9.526,British,VFR Trips,0,Doonbeg.Co..Clare.
Wild Atlantic Way,52.93083,-9.3439,British,VFR Trips,0,Downings.Co..Clare.
Irelands Ancient East,54.19388,-8.0252,British,VFR Trips,0,Dowra.Co..Cavan.
Wild Atlantic Way,51.65994,-9.2612,British,VFR Trips,0,Drimoleague.Co..Cork.
Irelands Ancient East,51.91438,-8.7421,British,VFR Trips,0,Dripsey.Co..Cork.
Irelands Ancient East,53.71786,-6.3561,British,VFR Trips,12795,Drogheda.Co..Louth.
Irelands Ancient East,54.23067,-8.3026,British,VFR Trips,0,Dromahair.Co..Leitrim.
Irelands Ancient East,52.7828,-8.9038,British,VFR Trips,0,Dromoland.Co..Clare.
Irelands Ancient East,54.10388,-7.1434,British,VFR Trips,2590,Drum.Co..Monaghan.
Irelands Ancient East,54.32705,-8.4976,British,VFR Trips,0,Drumcliffe.Co..Sligo.
Irelands Ancient East,53.8516,-6.6563,British,VFR Trips,3285,Drumconrath.Co..Meath.
Irelands Ancient East,54.16941,-8.1427,British,VFR Trips,0,Drumkeerin.Co..Leitrim.
Irelands Ancient East,54.0478,-8.04,British,VFR Trips,0,Drumshanbo.Co..Leitrim.
Irelands Ancient East,53.92692,-8.0079,British,VFR Trips,0,Drumsna.Co..Limerick.
Irelands Ancient East,52.41479,-9.3902,British,VFR Trips,0,Duagh.Co..Kerry.
Dublin - Breath of Fresh Air,53.34981,-6.2603,British,VFR Trips,364968,Dublin.City.Co..Dublin.
Dublin - Breath of Fresh Air,53.2944,-6.1339,British,VFR Trips,2312,Dun Laoghaire.Co..Dublin.
Irelands Ancient East,53.65475,-6.4222,British,VFR Trips,0,Duleek.Co..Meath.
Irelands Ancient East,53.41927,-6.4759,British,VFR Trips,0,Dunboyne.Co..Meath.
Irelands Ancient East,52.22854,-6.6551,British,VFR Trips,0,Duncormack.Co..Wexford.
Irelands Ancient East,53.99795,-6.406,British,VFR Trips,12437,Dundalk.Co..Louth
Irelands Ancient East,,,British,VFR Trips,0,Dundrum.Co..Clare.
Irelands Ancient East,52.55952,-8.0432,British,VFR Trips,0,Dundrum.Co..Tipperary.
Wild Atlantic Way,55.18347,-7.9694,British,VFR Trips,9,Dunfanaghy.Co..Donegal.
Irelands Ancient East,52.09368,-7.6204,British,VFR Trips,14761,Dungarvan.Co..Waterford.
Wild Atlantic Way,54.95029,-8.3574,British,VFR Trips,0,Dungloe.Co..Donegal.
Irelands Ancient East,53.05788,-6.7016,British,VFR Trips,0,Dunlavin.Co..Wicklow.
Irelands Ancient East,53.83105,-6.3945,British,VFR Trips,2047,Dunleer.Co..Louth.
Wild Atlantic Way,51.72226,-9.1118,British,VFR Trips,0,Dunmanway.Co..Cork.
Irelands Ancient East,52.15277,-6.9948,British,VFR Trips,0,Dunmore.East.Co..Waterford.
Irelands Ancient East,52.05467,-9.5103,British,VFR Trips,0,Dunmore.Co..Kerry.
Wild Atlantic Way,52.13007,-10.4503,British,VFR Trips,3285,Dunquin.Co..Kerry.
Irelands Ancient East,53.51352,-6.5403,British,VFR Trips,2885,Dunshaughlin.Co..Meath.
Wild Atlantic Way,51.62171,-9.522,British,VFR Trips,2885,Durrus.Co..Cork.
Irelands Ancient East,54.28633,-8.9624,British,VFR Trips,997,Easkey.Co..Sligo.
Irelands Ancient East,53.34328,-7.0506,British,VFR Trips,936,Edenderry.Co..Offaly.
Irelands Ancient East,53.85227,-8.1978,British,VFR Trips,0,Elphin.Co..Roscommon.
Irelands Ancient East,52.46392,-8.3513,British,VFR Trips,0,Emly.Co..Tipperary.
Irelands Ancient East,54.34054,-6.9676,British,VFR Trips,0,Emyvale.Co..Monaghan.
Irelands Ancient East,53.4142,-6.8297,British,VFR Trips,0,Enfield.Co..Meath.
Irelands Ancient East,52.84743,-8.9887,British,VFR Trips,7106,Ennis.Co..Clare.
Irelands Ancient East,52.5022,-6.5661,British,VFR Trips,6045,Enniscorthy.Co..Wexford.
Irelands Ancient East,54.21285,-9.0932,British,VFR Trips,1233,Enniscrone.Co..Sligo.
Wild Atlantic Way,51.73936,-8.9269,British,VFR Trips,0,Enniskean.Co..Cork.
Dublin - Breath of Fresh Air,53.1935,-6.1707,British,VFR Trips,0,Enniskerry.Co..Wicklow.
Wild Atlantic Way,52.94037,-9.2935,British,VFR Trips,0,Ennistymon.Co..Clare.
Wild Atlantic Way,55.2,-7.7,British,VFR Trips,0,Fanad.Co..Donegal.
Irelands Ancient East,52.17199,-9.5505,British,VFR Trips,0,Farranfore.Co..Kerry.
Irelands Ancient East,52.92557,-8.6375,British,VFR Trips,0,Feakle.Co..Clare.
Wild Atlantic Way,52.27841,-9.8612,British,VFR Trips,0,Fenit.Co..Kerry.
Irelands Ancient East,52.13936,-8.2756,British,VFR Trips,8402,Fermoy.Co..Cork.
Irelands Ancient East,52.59093,-6.498,British,VFR Trips,730,Ferns.Co..Wexford.
Irelands Ancient East,52.35491,-6.5139,British,VFR Trips,0,Ferrycarrig.Co..Wexford.
Irelands Ancient East,52.47098,-7.6968,British,VFR Trips,0,Fethard.Co..Tipperary.
Irelands Ancient East,52.1923,-6.8402,British,VFR Trips,0,Fetherd-on-Sea.Co..Wexford.
Irelands Ancient East,53.77996,-7.3885,British,VFR Trips,0,Finea.Co..Westmeath.
Irelands Ancient East,52.31388,-6.7512,British,VFR Trips,0,Foulksmith.Co..Wexford.
Irelands Ancient East,53.98077,-9.1132,British,VFR Trips,0,Foxford.Co..Mayo.
Irelands Ancient East,53.59132,-9.0077,British,VFR Trips,0,Foxhall.Co.Galway
Dublin - Breath of Fresh Air,53.26858,-6.183,British,VFR Trips,0,Foxrock.Co.Dublin
Irelands Ancient East,52.61053,-9.1051,British,VFR Trips,0,Foynes.Co..Limerick.
Irelands Ancient East,53.86951,-8.4074,British,VFR Trips,0,Frenchpark.Co..Roscommon.
Irelands Ancient East,52.73251,-7.3969,British,VFR Trips,0,Freshford.Co..Kilkenny.
Irelands Ancient East,53.26257,-9.0704,British,VFR Trips,41562,Galway City-Salthill.Co..Galway.
Wild Atlantic Way,51.64922,-8.6027,British,VFR Trips,0,Garrettstown.Co..Cork.
Irelands Ancient East,51.87198,-8.016,British,VFR Trips,0,Garryvoe.Co..Cork.
Wild Atlantic Way,51.56651,-9.121,British,VFR Trips,0,Glandore.Co..Cork.
Dublin - Breath of Fresh Air,53.28791,-6.126,British,VFR Trips,0,Glasthule.Co..Dublin.
Dublin - Breath of Fresh Air,53.28129,-6.1238,British,VFR Trips,0,Glenageary.Co..Dublin.
Irelands Ancient East,53.60555,-8.5604,British,VFR Trips,0,Glenamady.Co..Galway.
Irelands Ancient East,52.05619,-9.9403,British,VFR Trips,0,Glenbeigh.Co..Kerry.
Irelands Ancient East,54.28767,-8.1304,British,VFR Trips,0,Glenboy.Co..Leitrim.
Irelands Ancient East,51.99447,-9.858,British,VFR Trips,0,Glencar.Co..Kerry.
Wild Atlantic Way,54.70809,-8.7295,British,VFR Trips,0,Glencolumbkille.Co..Donegal.
Dublin - Breath of Fresh Air,53.20059,-6.2924,British,VFR Trips,0,Glencree.Co..Wicklow.
Irelands Ancient East,53.01198,-6.3298,British,VFR Trips,0,Glendalough.Co..Wicklow.
Irelands Ancient East,52.96663,-6.1446,British,VFR Trips,0,Glenealy.Co..Wicklow.
Irelands Ancient East,51.75003,-9.5522,British,VFR Trips,1453,Glengarriff.Co..Cork.
Wild Atlantic Way,54.79717,-8.283,British,VFR Trips,936,Glenties.Co..Donegal.
Irelands Ancient East,52.57191,-9.285,British,VFR Trips,0,Glin.Co..Limerick.
Irelands Ancient East,53.65069,-8.4315,British,VFR Trips,0,Glinsk.Co..Galway.
Wild Atlantic Way,51.49288,-9.7106,British,VFR Trips,2373,Goleen.Co..Cork.
Irelands Ancient East,52.58995,-7.9595,British,VFR Trips,0,Gooldscross.Co..Tipperary.
Irelands Ancient East,52.67574,-6.2943,British,VFR Trips,2169,Gorey.Co..Wexford.
Irelands Ancient East,53.63731,-6.2343,British,VFR Trips,0,Gormanstown.Co..Meath.
Irelands Ancient East,53.06664,-8.8187,British,VFR Trips,2312,Gort.Co..Galway.
Wild Atlantic Way,55.11693,-8.1401,British,VFR Trips,0,Gortahork.Co..Donegal.
Irelands Ancient East,53.58941,-8.7092,British,VFR Trips,0,Gorteen.Co..Galway.
Irelands Ancient East,51.83941,-9.3148,British,VFR Trips,0,Gougane.Barra.Co..Cork.
Irelands Ancient East,52.54451,-6.9549,British,VFR Trips,1453,Graiguenamanagh.Co..Kilkenny.
Irelands Ancient East,53.77927,-7.4918,British,VFR Trips,0,Granard.Co..Longford.
Irelands Ancient East,54.39328,-8.5221,British,VFR Trips,997,Grange.Co..Sligo.
Irelands Ancient East,54.03154,-6.1314,British,VFR Trips,0,Greenore.Co..Louth.
Dublin - Breath of Fresh Air,53.14912,-6.0793,British,VFR Trips,2047,Greystones.Co..Wicklow.
Irelands Ancient East,52.63423,-7.2503,British,VFR Trips,0,Gurteen.Co..Kilkenny.
Wild Atlantic Way,55.0498,-8.2287,British,VFR Trips,0,Gweedore.Co..Donegal.
Irelands Ancient East,52.86539,-6.5586,British,VFR Trips,0,Hacketstown. Co..Carlow.
Irelands Ancient East,51.83391,-8.934,British,VFR Trips,0,Harbour.View.Co..Cork.
Irelands Ancient East,53.46946,-9.1061,British,VFR Trips,0,Headford.Co..Galway.
Irelands Ancient East,52.51882,-8.4687,British,VFR Trips,0,Herbertstown.Co..Limerick.
Irelands Ancient East,53.66072,-9.1173,British,VFR Trips,0,Hollymount.Co..Mayo.
Irelands Ancient East,52.63977,-7.8702,British,VFR Trips,0,Holycross.Co..Tipperary.
Irelands Ancient East,52.47327,-8.4325,British,VFR Trips,2885,Hospital.Co..Limerick.
Irelands Ancient East,,,British,VFR Trips,2047,Howth.Co..Dublin.
Irelands Ancient East,52.91383,-6.612,British,VFR Trips,0,Humewood.Co..Wicklow.
Irelands Ancient East,52.14765,-9.9625,British,VFR Trips,0,Inch.Co..Kerry.
Irelands Ancient East,52.74113,-6.236,British,VFR Trips,0,Inch.Co..Wexford.
Wild Atlantic Way,51.602,-8.876,British,VFR Trips,0,Inchdoney.Co..Cork.
Irelands Ancient East,51.84237,-9.1266,British,VFR Trips,2590,Inchigeela.Co..Cork.
Irelands Ancient East,52.48754,-7.0651,British,VFR Trips,0,Inistioge.Co..Kilkenny.
Wild Atlantic Way,51.76462,-8.6565,British,VFR Trips,0,Innishannon.Co..Cork.
Irelands Ancient East,54.65235,-8.2893,British,VFR Trips,0,Inver.Co..Donegal.
Wild Atlantic Way,53.24031,-9.4655,British,VFR Trips,0,Invertin.Co..Galway.
Dublin - Breath of Fresh Air,53.33751,-6.2194,British,VFR Trips,0,Irish.Town.Co..Dublin.
Irelands Ancient East,53.92541,-8.0387,British,VFR Trips,0,Jamestown.Co..Leitrim.
Irelands Ancient East,52.74915,-7.5565,British,VFR Trips,0,Johnstown.Co..Kilkenny.
Irelands Ancient East,52.17726,-8.9052,British,VFR Trips,0,Kanturk.Co..Cork.
Irelands Ancient East,53.72684,-6.8748,British,VFR Trips,4523,Kells.Co..Meath.
Irelands Ancient East,51.8801,-9.5835,British,VFR Trips,4466,Kenmare.Co..Kerry.
Wild Atlantic Way,54.20684,-9.2322,British,VFR Trips,0,Killalla.Co..Mayo.
Wild Atlantic Way,53.61153,-9.7704,British,VFR Trips,0,Killary.Harbour.Co..Mayo.
Irelands Ancient East,53.36846,-7.4995,British,VFR Trips,5597,Kilbeggan.Co..Westmeath.
Wild Atlantic Way,51.67356,-8.6917,British,VFR Trips,0,Kilbrittain.Co..Cork.
Irelands Ancient East,53.39943,-6.6681,British,VFR Trips,0,Kilcock.Co..Kildare.
Irelands Ancient East,53.13029,-6.7453,British,VFR Trips,0,Kilcullen.Co..Kildare.
Irelands Ancient East,53.15893,-6.9096,British,VFR Trips,15668,Kildare.Town.Co..Kildare.
Irelands Ancient East,52.35869,-8.4673,British,VFR Trips,0,Kilfinane.Co..Limerick.
Irelands Ancient East,51.90315,-9.4384,British,VFR Trips,0,Kilgarvin.Co..Kerry.
Wild Atlantic Way,52.68282,-9.6444,British,VFR Trips,4495,Kilkee.Co..Clare.
Irelands Ancient East,53.87179,-8.8502,British,VFR Trips,2312,Kilkelly.Co..Mayo.
Irelands Ancient East,52.65415,-7.2448,British,VFR Trips,27287,Kilkenny.Town.Co..Kilkenny.
Irelands Ancient East,53.24871,-6.5905,British,VFR Trips,0,Kill.Co..Kildare.
Irelands Ancient East,52.80889,-8.4475,British,VFR Trips,6752,Killaloe.Co..Clare.
Irelands Ancient East,52.05994,-9.5044,British,VFR Trips,16154,Killarney.Co..Kerry.
Irelands Ancient East,54.01387,-7.5282,British,VFR Trips,0,Killeshandra.Co..Cavan.
Irelands Ancient East,,,British,VFR Trips,0,Killinboy.Co..Clare.
Irelands Ancient East,,,British,VFR Trips,0,Killiney-Dalkey.Co..Dublin.(See.D).
Irelands Ancient East,52.10635,-9.7843,British,VFR Trips,997,Killorglin.Co..Kerry.
Irelands Ancient East,53.51369,-7.1428,British,VFR Trips,0,Killucan.Co..Westmeath.
Wild Atlantic Way,54.63476,-8.4547,British,VFR Trips,0,Killybegs.Co..Donegal.
Irelands Ancient East,52.39982,-8.5754,British,VFR Trips,0,Kilmallock.Co..Limerick.
Irelands Ancient East,52.41604,-8.9157,British,VFR Trips,0,Kilmeedy.Co..Limerick.
Irelands Ancient East,53.87421,-8.8292,British,VFR Trips,0,Kilmore.Co..Mayo.
Irelands Ancient East,52.17572,-6.5864,British,VFR Trips,0,Kilmore.Quay.Co..Wexford.
Irelands Ancient East,52.50226,-6.296,British,VFR Trips,0,Kilmuckridge.Co..Wexford.
Wild Atlantic Way,52.6407,-9.4859,British,VFR Trips,0,Kilrush.Co..Clare.
Irelands Ancient East,52.36158,-7.5835,British,VFR Trips,0,Kilsheelin.Co..Tipperary.
Irelands Ancient East,52.52255,-8.3996,British,VFR Trips,0,Kiltely.Co..Limerick.
Dublin - Breath of Fresh Air,53.23596,-6.1938,British,VFR Trips,0,Kilternan.Co..Dublin.
Irelands Ancient East,53.84998,-8.9988,British,VFR Trips,0,Kiltimagh.Co..Mayo.
Irelands Ancient East,54.35624,-8.0369,British,VFR Trips,0,Kiltyclogher.Co..Leitrim.
Irelands Ancient East,53.90687,-6.8052,British,VFR Trips,0,Kingscourt.Co..Cavan.
Irelands Ancient East,54.44872,-8.2858,British,VFR Trips,0,Kinlough.Co..Leitrim.
Irelands Ancient East,53.13631,-6.7851,British,VFR Trips,0,Kinneagh.Co..Kildare.
Irelands Ancient East,53.45681,-7.105,British,VFR Trips,0,Kinnegad.Co..Westmeath.
Wild Atlantic Way,51.70605,-8.5225,British,VFR Trips,11060,Kinsale.Co..Cork.
Irelands Ancient East,53.13885,-8.9379,British,VFR Trips,936,Kinvara.Co..Galway.
Irelands Ancient East,53.79006,-8.9215,British,VFR Trips,936,Knock.Co..Mayo.
Irelands Ancient East,,,British,VFR Trips,0,Knockboy.Co..Limerick.
Irelands Ancient East,52.37748,-8.3548,British,VFR Trips,0,Knocklong.Co..Cork.
Irelands Ancient East,52.11656,-9.2064,British,VFR Trips,0,Knocknagree.Co..Cork.
Irelands Ancient East,52.21031,-6.3814,British,VFR Trips,0,Lady's.Island.Co..Wexford.
Wild Atlantic Way,52.93268,-9.3367,British,VFR Trips,0,Lahinch.Co..Clare.
Irelands Ancient East,53.67412,-7.9923,British,VFR Trips,0,Lanesboro.Co..Longford.
Irelands Ancient East,53.00893,-6.3004,British,VFR Trips,0,Laragh. Co..Wicklow.
Wild Atlantic Way,51.76289,-9.7791,British,VFR Trips,0,Lauragh.Co..Kerry.
Irelands Ancient East,53.68063,-6.2375,British,VFR Trips,0,Laytown.Co..Meath.
Wild Atlantic Way,51.5812,-9.1409,British,VFR Trips,0,Leap.Co..Cork.
Wild Atlantic Way,53.5956,-9.6931,British,VFR Trips,0,Leenane.Co..Galway.
Irelands Ancient East,52.73577,-6.9748,British,VFR Trips,0,Leighlin.Bridge.Co..Carlow.
Irelands Ancient East,52.9943,-7.3323,British,VFR Trips,0,Leix.Co..Laois.
Irelands Ancient East,53.36384,-6.49,British,VFR Trips,6288,Leixlip.Co..Kildare.
Wild Atlantic Way,53.5536,-9.9482,British,VFR Trips,936,Letterfrack.Co..Galway.
Irelands Ancient East,54.95584,-7.7343,British,VFR Trips,0,Letterkenny.Co..Donegal.
Irelands Ancient East,54.83288,-7.4856,British,VFR Trips,0,Lifford.Co..Donegal.
Irelands Ancient East,52.66802,-8.6305,British,VFR Trips,28585,Limerick.City.Co..Limerick.
Wild Atlantic Way,52.94011,-9.3942,British,VFR Trips,0,Liscannor.Co..Clare.
Wild Atlantic Way,53.03017,-9.2897,British,VFR Trips,0,Lisdoonvarna.Co..Clare.
Irelands Ancient East,52.13582,-7.9377,British,VFR Trips,1453,Lismore.Co..Waterford.
Irelands Ancient East,52.44605,-9.4854,British,VFR Trips,936,Listowel.Co..Kerry.
Irelands Ancient East,52.63698,-7.7354,British,VFR Trips,0,Littleton.Co..Tipperary.
Irelands Ancient East,53.72763,-7.7933,British,VFR Trips,8883,Longford.Town.Co..Longford.
Irelands Ancient East,,,British,VFR Trips,0,Loobridge.Co..Kerry.
Irelands Ancient East,,,British,VFR Trips,0,Loughlan.Co..Meath.
Irelands Ancient East,53.19891,-8.5661,British,VFR Trips,2312,Loughrea.Co..Galway.
Wild Atlantic Way,53.76314,-9.8091,British,VFR Trips,0,Louisburgh.Co..Mayo.
Irelands Ancient East,53.35721,-6.4498,British,VFR Trips,3258,Lucan.Co..Dublin.
Irelands Ancient East,51.9048,-8.9588,British,VFR Trips,4637,Macroom.Co..Cork.
Dublin - Breath of Fresh Air,53.45092,-6.1501,British,VFR Trips,828,Malahide.Co..Dublin.
Wild Atlantic Way,55.35278,-7.3321,British,VFR Trips,0,Malin.Head.Co..Donegal.
Wild Atlantic Way,54.69009,-8.7592,British,VFR Trips,0,Malinmore.Co..Donegal.
Irelands Ancient East,52.13898,-8.6539,British,VFR Trips,13322,Mallow.Co..Cork.
Irelands Ancient East,54.30487,-8.1767,British,VFR Trips,0,Manorhamilton.Co..Leitrim.
Irelands Ancient East,53.48771,-8.5659,British,VFR Trips,0,Marylough.Co..Galway.
Irelands Ancient East,53.38129,-6.5919,British,VFR Trips,0,Maynooth.Co..Kildare.
Irelands Ancient East,,,British,VFR Trips,4396,Middleton.Co..Cork.
Irelands Ancient East,52.06013,-9.0647,British,VFR Trips,0,Millstreet.Co..Cork.
Irelands Ancient East,52.86958,-8.8005,British,VFR Trips,936,Milltown.Co..Clare.
Irelands Ancient East,53.6137,-8.899,British,VFR Trips,0,Milltown.Co..Galway.
Wild Atlantic Way,52.8562,-9.4008,British,VFR Trips,0,Milltown.Malbay.Co..Clare.
Irelands Ancient East,,,British,VFR Trips,0,Minnane.Co..Cork.
Irelands Ancient East,52.26621,-8.2699,British,VFR Trips,2312,Mitchelstown.Co..Cork.
Wild Atlantic Way,51.45706,-9.8003,British,VFR Trips,0,Mizen.Head.Co..Cork.
Irelands Ancient East,53.395,-7.7186,British,VFR Trips,3285,Moate.Co..Westmeath.
Irelands Ancient East,53.92183,-7.8653,British,VFR Trips,0,Mohill.Co..Leitrim.
Irelands Ancient East,54.24924,-6.9683,British,VFR Trips,3821,Monaghan.Town.Co..Monaghan.
Irelands Ancient East,53.14007,-7.0604,British,VFR Trips,0,Monastereven.Co..Kildare.
Irelands Ancient East,53.94373,-8.4956,British,VFR Trips,0,Monasterredan.Co..Sligo.
Dublin - Breath of Fresh Air,53.28859,-6.1518,British,VFR Trips,0,Monkstown.Co..Dublin.
Irelands Ancient East,52.98429,-6.8504,British,VFR Trips,0,Moone.Co..Kildare.
Irelands Ancient East,,,British,VFR Trips,0,Mornington.Co..Laois.
Irelands Ancient East,53.11815,-7.3267,British,VFR Trips,0,Mountmellick.Co..Laois.
Irelands Ancient East,53.81794,-7.2563,British,VFR Trips,0,Mount.Nugent.Co..Cavan.
Irelands Ancient East,53.00256,-7.4751,British,VFR Trips,0,Mountrath.Co..Laois.
Irelands Ancient East,52.93172,-8.4298,British,VFR Trips,0,Mountshannon.Co..Clare.
Wild Atlantic Way,55.18902,-7.0401,British,VFR Trips,0,Moville.Co..Donegal.
Irelands Ancient East,53.33875,-9.1815,British,VFR Trips,0,Moycullen.Co..Galway.
Irelands Ancient East,53.78901,-6.8855,British,VFR Trips,0,Moynalty.Co..Meath.
Irelands Ancient East,53.42992,-6.9209,British,VFR Trips,0,Moyvalley.Co..Meath.
Irelands Ancient East,52.50168,-9.3705,British,VFR Trips,0,Moyvane.Co..Kerry.
Irelands Ancient East,52.03805,-9.4753,British,VFR Trips,0,Muckross.Co..Kerry.
Irelands Ancient East,54.46555,-8.4495,British,VFR Trips,9,Mullaghmore.Co..Sligo.
Irelands Ancient East,52.51272,-7.5037,British,VFR Trips,0,Mullinahone.Co..Tipperary.
Irelands Ancient East,52.36917,-7.1709,British,VFR Trips,0,Mullinavant.Co..Kilkenny.
Irelands Ancient East,53.52593,-7.3381,British,VFR Trips,7259,Mullingar.Co..Westmeath.
Wild Atlantic Way,53.90618,-9.7814,British,VFR Trips,0,Mulrany.Co..Mayo.
Irelands Ancient East,52.64929,-8.4035,British,VFR Trips,0,Murroe.Co..Limerick.
Wild Atlantic Way,51.783,-8.3004,British,VFR Trips,0,Myrtleville.Co..Cork.
Irelands Ancient East,53.22057,-6.6593,British,VFR Trips,8075,Naas.Co..Kildare.
Irelands Ancient East,53.64709,-6.6967,British,VFR Trips,11581,Navan.Co..Meath.
Irelands Ancient East,,52.8643,British,VFR Trips,2235,Nenagh.Co..Tipp
Irelands Ancient East,52.3962,-6.9472,British,VFR Trips,1233,New.Ross.Co..Wexford.
Irelands Ancient East,53.17508,-6.8047,British,VFR Trips,11350,Newbridge.Co..Kildare.
Irelands Ancient East,53.07336,-6.0572,British,VFR Trips,0,Newcastle.Co..Wicklow.
Irelands Ancient East,52.44875,-9.0546,British,VFR Trips,0,Newcastle.West.Co..Limerick.
Irelands Ancient East,52.21402,-9.0031,British,VFR Trips,2590,Newmarket.Co..Cork.
Irelands Ancient East,52.76067,-8.899,British,VFR Trips,6811,Newmarket-upon-Fergus.Co..Clare.
Wild Atlantic Way,53.88528,-9.5464,British,VFR Trips,0,Newport.Co..Mayo.
Irelands Ancient East,53.09278,-6.112,British,VFR Trips,0,Newtown.Mt..Kennedy. Co..Wicklow.
Irelands Ancient East,53.82171,-6.7479,British,VFR Trips,0,Nobber.Co..Meath.
Irelands Ancient East,,,British,VFR Trips,0,North.Ireland.(non-specific)
Irelands Ancient East,52.7527,-8.4986,British,VFR Trips,0,O'Brien's.Bridge.Co..Clare.
Irelands Ancient East,53.77002,-7.1624,British,VFR Trips,0,Oldcastle.Co..Meath.
Irelands Ancient East,53.27035,-8.9219,British,VFR Trips,730,Oranmore.Co..Galway.
Irelands Ancient East,53.42855,-9.3189,British,VFR Trips,0,Oughterard.Co..Galway.
Irelands Ancient East,52.50392,-6.3909,British,VFR Trips,0,Oulart.Co..Wexford.
Wild Atlantic Way,51.56762,-9.0023,British,VFR Trips,0,Owenahincha.Co..Cork.
Wild Atlantic Way,51.70602,-8.4594,British,VFR Trips,0,Oysterhaven.Co..Cork.
Irelands Ancient East,52.54911,-8.3528,British,VFR Trips,0,Pallasgreen.Co..Limerick.
Dublin - Breath of Fresh Air,53.35661,-6.3715,British,VFR Trips,0,Palmerston.Co..Dublin.
Wild Atlantic Way,51.81742,-9.8741,British,VFR Trips,0,Parknasilla-Sneem.Co..Kerry.
Irelands Ancient East,52.23969,-6.9744,British,VFR Trips,1233,Passage.East.Co..Waterford.
Wild Atlantic Way,51.87206,-8.3362,British,VFR Trips,0,Passage.West.Co..Cork.
Irelands Ancient East,52.59822,-8.7069,British,VFR Trips,0,Patrickswell.Co..Limerick.
Irelands Ancient East,52.68132,-7.0211,British,VFR Trips,0,Paulstown.Co..Kilkenny.
Irelands Ancient East,54.54943,-7.832,British,VFR Trips,0,Pettigo.Co..Donegal.
Irelands Ancient East,52.35066,-7.325,British,VFR Trips,0,Pilltown.Co..Kilkenny.
Irelands Ancient East,53.97669,-9.2125,British,VFR Trips,0,Pontoon.Co..Mayo.
Irelands Ancient East,53.16121,-7.1878,British,VFR Trips,4135,Portarlington.Co..Laois.
Irelands Ancient East,53.03281,-7.2988,British,VFR Trips,2724,Portlaoise.Co..Laois.
Irelands Ancient East,52.2882,-7.3144,British,VFR Trips,0,Portlaw.Co..Waterford.
Dublin - Breath of Fresh Air,53.42561,-6.1316,British,VFR Trips,0,Portmarnock.Co..Dublin.
Wild Atlantic Way,55.17846,-7.9343,British,VFR Trips,0,Portna.Blagh.Co..Donegal.
Wild Atlantic Way,54.84089,-8.4673,British,VFR Trips,0,Portnoo.Co..Donegal.
Dublin - Breath of Fresh Air,53.4932,-6.1146,British,VFR Trips,0,Portrane.Co..Dublin.
Irelands Ancient East,52.8847,-8.3449,British,VFR Trips,0,Portroe.Co..Tipperary.
Wild Atlantic Way,55.20563,-7.6351,British,VFR Trips,0,Portsalon.Co..Donegal.
Irelands Ancient East,53.09278,-8.2185,British,VFR Trips,1964,Portuma.Co..Galway.
Irelands Ancient East,53.28813,-6.755,British,VFR Trips,0,Prosperous.Co..Kildare.
Irelands Ancient East,52.93188,-8.2386,British,VFR Trips,0,Puckane.Co..Tipperary.
Wild Atlantic Way,52.81726,-9.4559,British,VFR Trips,0,Quilty.Co..Clare.
Irelands Ancient East,52.81758,-8.8638,British,VFR Trips,174,Quinn.Co..Clare.
Irelands Ancient East,55.0359,-7.6481,British,VFR Trips,0,Ramelton.Co..Donegal.
Irelands Ancient East,52.24505,-6.9201,British,VFR Trips,0,Ramsgrange.Co..Wexford.
Irelands Ancient East,54.1179,-7.0148,British,VFR Trips,0,Rathcorry.Co..Monaghan.
Irelands Ancient East,52.85572,-7.5867,British,VFR Trips,0,Rathdowney.Co..Laois.
Irelands Ancient East,52.93231,-6.2311,British,VFR Trips,2528,Rathdrum.Co..Wicklow.
Irelands Ancient East,52.52381,-8.9371,British,VFR Trips,0,Rathkeale.Co..Limerick.
Irelands Ancient East,52.35291,-8.6773,British,VFR Trips,0,Rathluirc.Co..Cork.
Irelands Ancient East,55.03685,-7.6504,British,VFR Trips,0,Rathmelton.Co.Donegal
Irelands Ancient East,53.21744,-6.5639,British,VFR Trips,0,Rathmore.Co..Kildare.
Irelands Ancient East,55.09707,-7.5363,British,VFR Trips,0,Rathmullen.Co..Donegal.
Irelands Ancient East,52.9946,-6.0828,British,VFR Trips,0,Rathnew.Co..Wicklow.
Irelands Ancient East,53.33032,-8.1302,British,VFR Trips,0,Rathpeak.Co..Roscommon.
Irelands Ancient East,54.05636,-6.3384,British,VFR Trips,0,Ravensdale.Co..Louth.
Wild Atlantic Way,53.46553,-9.7237,British,VFR Trips,0,Recess.Co..Galway.
Irelands Ancient East,54.09909,-7.3193,British,VFR Trips,0,Redshills.Co..Cavan.
Wild Atlantic Way,53.5952,-9.9579,British,VFR Trips,0,Renvyle.Co..Galway.
Irelands Ancient East,54.4759,-8.2981,British,VFR Trips,4940,Leitrim.(Rest.of County).
Wild Atlantic Way,51.93618,-8.3993,British,VFR Trips,0,Reverstown.Co..Cork.
Irelands Ancient East,53.34999,-7.199,British,VFR Trips,0,Rhode.Co..Offaly.
Irelands Ancient East,,,British,VFR Trips,0,Riverstown.Co..Kilkenny.
Irelands Ancient East,54.13044,-8.3953,British,VFR Trips,0,Riverstown.Co..Sligo.
