Brand,Latitude,Longitude,Nationality,Purpose,Number,Town
Dublin - Breath of Fresh Air,53.25563,-6.127,North American,Holiday Trips,26230,Dublin.(Rest.of).
Irelands Ancient East,54.34383,-7.6319,North American,Holiday Trips,0,County.Fermanagh
Irelands Ancient East,53.06422,-8.8151,North American,Holiday Trips,17720,Galway.(Rest.of County).
Irelands Ancient East,,,North American,Holiday Trips,12878,Kerry.(Rest.of).
Irelands Ancient East,53.16913,-6.6987,North American,Holiday Trips,0,Kildare.County.(Rest.of).
Irelands Ancient East,52.26246,-7.0832,North American,Holiday Trips,3019,Kilkenny.County. (Rest.of).
Irelands Ancient East,52.86094,-6.8803,North American,Holiday Trips,1478,Laois.County.(Rest.of).
Irelands Ancient East,54.4759,-8.2981,North American,Holiday Trips,0,Leitrim.County.(Rest.of).
Irelands Ancient East,52.56396,-8.7934,North American,Holiday Trips,6179,Limerick.Co..(Rest.of).
Irelands Ancient East,53.84164,-7.7043,North American,Holiday Trips,0,Longford.Co..(Rest.of).
Irelands Ancient East,53.82734,-6.5333,North American,Holiday Trips,0,Louth.Co..(Rest.of).
Irelands Ancient East,53.66949,-9.2029,North American,Holiday Trips,17566,Mayo.Co..(Rest.of).
Irelands Ancient East,53.62974,-6.2624,North American,Holiday Trips,5291,Meath.Co..(Rest.of).
Irelands Ancient East,53.97969,-6.7281,North American,Holiday Trips,848,Monaghan.Co..(Rest.of).
Irelands Ancient East,53.22646,-7.8829,North American,Holiday Trips,0,Offaly.Co..(Rest.of).
Irelands Ancient East,53.77441,-8.2409,North American,Holiday Trips,1867,Roscommon.Co..(Rest.of).
Irelands Ancient East,54.4759,-8.2981,North American,Holiday Trips,5051,Sligo.(Rest.of).
Irelands Ancient East,52.47379,-8.1619,North American,Holiday Trips,0,Tipperary.(Rest.Of).North.Riding.
Irelands Ancient East,,,North American,Holiday Trips,0,Tipperary.(Rest.Of).South.Riding.
Irelands Ancient East,,,North American,Holiday Trips,0,County.Tyrone
Irelands Ancient East,52.12929,-8.0042,North American,Holiday Trips,1818,Waterford.County.(Rest.of).
Irelands Ancient East,53.50746,-7.1465,North American,Holiday Trips,848,Westmeath.County.(Rest.of).
Irelands Ancient East,52.71736,-6.3506,North American,Holiday Trips,100,Wexford.County.(Rest.of).
Irelands Ancient East,52.86208,-6.2961,North American,Holiday Trips,3289,Wicklow.County.(Rest.of).
Wild Atlantic Way,51.63386,-8.7059,North American,Holiday Trips,0,Courtmacsherry.Co.Cork.
Irelands Ancient East,52.64486,-6.2286,North American,Holiday Trips,0,Courtown.Co..Wexford.
Irelands Ancient East,52.69968,-8.7666,North American,Holiday Trips,0,Cratloe.Co..Clare.
Wild Atlantic Way,52.74633,-9.4301,North American,Holiday Trips,0,Cree.Co..Clare.
Wild Atlantic Way,55.12055,-7.9139,North American,Holiday Trips,0,Cresslough.Co..Donegal.
Wild Atlantic Way,51.46696,-9.7282,North American,Holiday Trips,0,Crookhaven.Co..Cork.
Irelands Ancient East,52.51896,-8.7182,North American,Holiday Trips,0,Croom.Co..Limerick.
Wild Atlantic Way,52.59862,-9.7747,North American,Holiday Trips,0,Cross.Co..Clare.
Wild Atlantic Way,51.80347,-8.3016,North American,Holiday Trips,0,Crosshaven.Co..Cork.
Irelands Ancient East,53.71412,-7.0205,North American,Holiday Trips,0,Crosskiel.Co..Meath.
Wild Atlantic Way,54.10034,-9.3158,North American,Holiday Trips,0,Crossmolina.Co..Mayo.
Irelands Ancient East,52.93865,-8.8968,North American,Holiday Trips,0,Crusheen.Co..Clare.
Wild Atlantic Way,55.28594,-7.1651,North American,Holiday Trips,0,Culdaff.Co..Donegal.
Irelands Ancient East,52.11186,-9.1211,North American,Holiday Trips,0,Cullen.Co..Cork.
Irelands Ancient East,54.0887,-6.2619,North American,Holiday Trips,0,Cullen.Co..Louth.
Irelands Ancient East,52.39318,-6.3921,North American,Holiday Trips,0,Curracloe.Co..Wexford.
Irelands Ancient East,53.14203,-6.8286,North American,Holiday Trips,0,Curragh.Co..Kildare.
Irelands Ancient East,53.65222,-8.6629,North American,Holiday Trips,0,Curragh.West.Co..Galway.
Dublin - Breath of Fresh Air,53.27791,-6.1058,North American,Holiday Trips,3677,Dalkey.Co..Dublin.
Dublin - Breath of Fresh Air,53.13261,-6.0923,North American,Holiday Trips,0,Delgany.Co..Wicklow.
Irelands Ancient East,53.61257,-7.0917,North American,Holiday Trips,0,Delvin.Co..Westmeath.
Wild Atlantic Way,51.7654,-10.1209,North American,Holiday Trips,1504,Derrynane.Co..Kerry.
Wild Atlantic Way,52.13876,-10.2705,North American,Holiday Trips,63814,Dingle.Co.Kerry.
Dublin - Breath of Fresh Air,53.48534,-6.1504,North American,Holiday Trips,1307,Donabate.Co..Dublin.
Irelands Ancient East,54.6542,-8.1105,North American,Holiday Trips,13423,Donegal.Town.Co..Donegal.
Irelands Ancient East,52.21517,-8.586,North American,Holiday Trips,0,Doneraile.Co..Cork.
Irelands Ancient East,,,North American,Holiday Trips,0,Doohoma.Co..Clare.
Wild Atlantic Way,53.01744,-9.373,North American,Holiday Trips,35594,Doolin.Co..Clare.
Wild Atlantic Way,52.73085,-9.526,North American,Holiday Trips,2197,Doonbeg.Co..Clare.
Wild Atlantic Way,52.93083,-9.3439,North American,Holiday Trips,0,Downings.Co..Clare.
Irelands Ancient East,54.19388,-8.0252,North American,Holiday Trips,0,Dowra.Co..Cavan.
Wild Atlantic Way,51.65994,-9.2612,North American,Holiday Trips,1703,Drimoleague.Co..Cork.
Irelands Ancient East,51.91438,-8.7421,North American,Holiday Trips,0,Dripsey.Co..Cork.
Irelands Ancient East,53.71786,-6.3561,North American,Holiday Trips,3477,Drogheda.Co..Louth.
Irelands Ancient East,54.23067,-8.3026,North American,Holiday Trips,0,Dromahair.Co..Leitrim.
Irelands Ancient East,52.7828,-8.9038,North American,Holiday Trips,6818,Dromoland.Co..Clare.
Irelands Ancient East,54.10388,-7.1434,North American,Holiday Trips,0,Drum.Co..Monaghan.
Irelands Ancient East,54.32705,-8.4976,North American,Holiday Trips,0,Drumcliffe.Co..Sligo.
Irelands Ancient East,53.8516,-6.6563,North American,Holiday Trips,0,Drumconrath.Co..Meath.
Irelands Ancient East,54.16941,-8.1427,North American,Holiday Trips,0,Drumkeerin.Co..Leitrim.
Irelands Ancient East,54.0478,-8.04,North American,Holiday Trips,0,Drumshanbo.Co..Leitrim.
Irelands Ancient East,53.92692,-8.0079,North American,Holiday Trips,0,Drumsna.Co..Limerick.
Irelands Ancient East,52.41479,-9.3902,North American,Holiday Trips,0,Duagh.Co..Kerry.
Dublin - Breath of Fresh Air,53.34981,-6.2603,North American,Holiday Trips,567901,Dublin.City.Co..Dublin.
Dublin - Breath of Fresh Air,53.2944,-6.1339,North American,Holiday Trips,2777,Dun Laoghaire.Co..Dublin.
Irelands Ancient East,53.65475,-6.4222,North American,Holiday Trips,0,Duleek.Co..Meath.
Irelands Ancient East,53.41927,-6.4759,North American,Holiday Trips,1082,Dunboyne.Co..Meath.
Irelands Ancient East,52.22854,-6.6551,North American,Holiday Trips,0,Duncormack.Co..Wexford.
Irelands Ancient East,53.99795,-6.406,North American,Holiday Trips,544,Dundalk.Co..Louth
Irelands Ancient East,,,North American,Holiday Trips,0,Dundrum.Co..Clare.
Irelands Ancient East,52.55952,-8.0432,North American,Holiday Trips,0,Dundrum.Co..Tipperary.
Wild Atlantic Way,55.18347,-7.9694,North American,Holiday Trips,0,Dunfanaghy.Co..Donegal.
Irelands Ancient East,52.09368,-7.6204,North American,Holiday Trips,1322,Dungarvan.Co..Waterford.
Wild Atlantic Way,54.95029,-8.3574,North American,Holiday Trips,1703,Dungloe.Co..Donegal.
Irelands Ancient East,53.05788,-6.7016,North American,Holiday Trips,0,Dunlavin.Co..Wicklow.
Irelands Ancient East,53.83105,-6.3945,North American,Holiday Trips,0,Dunleer.Co..Louth.
Wild Atlantic Way,51.72226,-9.1118,North American,Holiday Trips,0,Dunmanway.Co..Cork.
Irelands Ancient East,52.15277,-6.9948,North American,Holiday Trips,0,Dunmore.East.Co..Waterford.
Irelands Ancient East,52.05467,-9.5103,North American,Holiday Trips,0,Dunmore.Co..Kerry.
Wild Atlantic Way,52.13007,-10.4503,North American,Holiday Trips,0,Dunquin.Co..Kerry.
Irelands Ancient East,53.51352,-6.5403,North American,Holiday Trips,0,Dunshaughlin.Co..Meath.
Wild Atlantic Way,51.62171,-9.522,North American,Holiday Trips,0,Durrus.Co..Cork.
Irelands Ancient East,54.28633,-8.9624,North American,Holiday Trips,0,Easkey.Co..Sligo.
Irelands Ancient East,53.34328,-7.0506,North American,Holiday Trips,0,Edenderry.Co..Offaly.
Irelands Ancient East,53.85227,-8.1978,North American,Holiday Trips,0,Elphin.Co..Roscommon.
Irelands Ancient East,52.46392,-8.3513,North American,Holiday Trips,0,Emly.Co..Tipperary.
Irelands Ancient East,54.34054,-6.9676,North American,Holiday Trips,0,Emyvale.Co..Monaghan.
Irelands Ancient East,53.4142,-6.8297,North American,Holiday Trips,0,Enfield.Co..Meath.
Irelands Ancient East,52.84743,-8.9887,North American,Holiday Trips,33290,Ennis.Co..Clare.
Irelands Ancient East,52.5022,-6.5661,North American,Holiday Trips,3133,Enniscorthy.Co..Wexford.
Irelands Ancient East,54.21285,-9.0932,North American,Holiday Trips,2197,Enniscrone.Co..Sligo.
Wild Atlantic Way,51.73936,-8.9269,North American,Holiday Trips,1810,Enniskean.Co..Cork.
Dublin - Breath of Fresh Air,53.1935,-6.1707,North American,Holiday Trips,5247,Enniskerry.Co..Wicklow.
Wild Atlantic Way,52.94037,-9.2935,North American,Holiday Trips,4533,Ennistymon.Co..Clare.
Wild Atlantic Way,55.2,-7.7,North American,Holiday Trips,0,Fanad.Co..Donegal.
Irelands Ancient East,52.17199,-9.5505,North American,Holiday Trips,0,Farranfore.Co..Kerry.
Irelands Ancient East,52.92557,-8.6375,North American,Holiday Trips,0,Feakle.Co..Clare.
Wild Atlantic Way,52.27841,-9.8612,North American,Holiday Trips,0,Fenit.Co..Kerry.
Irelands Ancient East,52.13936,-8.2756,North American,Holiday Trips,1703,Fermoy.Co..Cork.
Irelands Ancient East,52.59093,-6.498,North American,Holiday Trips,0,Ferns.Co..Wexford.
Irelands Ancient East,52.35491,-6.5139,North American,Holiday Trips,0,Ferrycarrig.Co..Wexford.
Irelands Ancient East,52.47098,-7.6968,North American,Holiday Trips,0,Fethard.Co..Tipperary.
Irelands Ancient East,52.1923,-6.8402,North American,Holiday Trips,0,Fetherd-on-Sea.Co..Wexford.
Irelands Ancient East,53.77996,-7.3885,North American,Holiday Trips,0,Finea.Co..Westmeath.
Irelands Ancient East,52.31388,-6.7512,North American,Holiday Trips,0,Foulksmith.Co..Wexford.
Irelands Ancient East,53.98077,-9.1132,North American,Holiday Trips,0,Foxford.Co..Mayo.
Irelands Ancient East,53.59132,-9.0077,North American,Holiday Trips,0,Foxhall.Co.Galway
Dublin - Breath of Fresh Air,53.26858,-6.183,North American,Holiday Trips,0,Foxrock.Co.Dublin
Irelands Ancient East,52.61053,-9.1051,North American,Holiday Trips,0,Foynes.Co..Limerick.
Irelands Ancient East,53.86951,-8.4074,North American,Holiday Trips,0,Frenchpark.Co..Roscommon.
Irelands Ancient East,52.73251,-7.3969,North American,Holiday Trips,0,Freshford.Co..Kilkenny.
Irelands Ancient East,53.26257,-9.0704,North American,Holiday Trips,187469,Galway City-Salthill.Co..Galway.
Wild Atlantic Way,51.64922,-8.6027,North American,Holiday Trips,0,Garrettstown.Co..Cork.
Irelands Ancient East,51.87198,-8.016,North American,Holiday Trips,0,Garryvoe.Co..Cork.
Wild Atlantic Way,51.56651,-9.121,North American,Holiday Trips,0,Glandore.Co..Cork.
Dublin - Breath of Fresh Air,53.28791,-6.126,North American,Holiday Trips,0,Glasthule.Co..Dublin.
Dublin - Breath of Fresh Air,53.28129,-6.1238,North American,Holiday Trips,0,Glenageary.Co..Dublin.
Irelands Ancient East,53.60555,-8.5604,North American,Holiday Trips,0,Glenamady.Co..Galway.
Irelands Ancient East,52.05619,-9.9403,North American,Holiday Trips,0,Glenbeigh.Co..Kerry.
Irelands Ancient East,54.28767,-8.1304,North American,Holiday Trips,0,Glenboy.Co..Leitrim.
Irelands Ancient East,51.99447,-9.858,North American,Holiday Trips,0,Glencar.Co..Kerry.
Wild Atlantic Way,54.70809,-8.7295,North American,Holiday Trips,0,Glencolumbkille.Co..Donegal.
Dublin - Breath of Fresh Air,53.20059,-6.2924,North American,Holiday Trips,0,Glencree.Co..Wicklow.
Irelands Ancient East,53.01198,-6.3298,North American,Holiday Trips,0,Glendalough.Co..Wicklow.
Irelands Ancient East,52.96663,-6.1446,North American,Holiday Trips,0,Glenealy.Co..Wicklow.
Irelands Ancient East,51.75003,-9.5522,North American,Holiday Trips,4991,Glengarriff.Co..Cork.
Wild Atlantic Way,54.79717,-8.283,North American,Holiday Trips,0,Glenties.Co..Donegal.
Irelands Ancient East,52.57191,-9.285,North American,Holiday Trips,0,Glin.Co..Limerick.
Irelands Ancient East,53.65069,-8.4315,North American,Holiday Trips,0,Glinsk.Co..Galway.
Wild Atlantic Way,51.49288,-9.7106,North American,Holiday Trips,0,Goleen.Co..Cork.
Irelands Ancient East,52.58995,-7.9595,North American,Holiday Trips,0,Gooldscross.Co..Tipperary.
Irelands Ancient East,52.67574,-6.2943,North American,Holiday Trips,0,Gorey.Co..Wexford.
Wild Atlantic Way,52.34662,-9.6879,British,VFR Trips,730,Abbeydorney.Co..Kerry
Irelands Ancient East,52.38618,-9.2971,British,VFR Trips,4099,Abbeyfeale.Co..Limerick.
Irelands Ancient East,52.91528,-7.3479,British,VFR Trips,851,Abbeyleix.Co..Laois.
Wild Atlantic Way,53.96195,-10.0153,British,VFR Trips,5275,Achill.Island.Co..Mayo.
Irelands Ancient East,54.03646,-8.8967,British,VFR Trips,0,Aclare.Co.Sligo.
Irelands Ancient East,52.56402,-8.7912,British,VFR Trips,936,Adare.Co..Limerick.
Wild Atlantic Way,51.69712,-9.7296,British,VFR Trips,730,Adrigole.Co..Cork.
Irelands Ancient East,53.38813,-9.071,British,VFR Trips,0,Annadown.Co..Galway.
Wild Atlantic Way,52.15108,-10.0568,British,VFR Trips,2590,Annascaul.Co..Kerry.
Irelands Ancient East,52.14059,-7.2719,British,VFR Trips,0,Annestown.Co..Waterford.
Wild Atlantic Way,53.09718,-9.6563,British,VFR Trips,1453,Aran.Islands.Co..Galway.
Irelands Ancient East,53.67106,-7.6962,British,VFR Trips,0,Ardagh.Co.Longford
Wild Atlantic Way,54.76715,-8.4093,British,VFR Trips,0,Ardara.Co..Donegal.
Irelands Ancient East,53.85762,-6.54,British,VFR Trips,5663,Ardee.Co.Louth.
Wild Atlantic Way,52.32695,-9.7807,British,VFR Trips,0,Ardfert.Co..Kerry.
Irelands Ancient East,51.95107,-7.7253,British,VFR Trips,2885,Ardmore.Co..Waterford.
Irelands Ancient East,54.07634,-8.1125,British,VFR Trips,0,Arigna.Co..Roscommon.
Irelands Ancient East,52.79769,-6.1599,British,VFR Trips,2047,Arklow.Co..Wicklow.
Wild Atlantic Way,54.98744,-8.5351,British,VFR Trips,0,Arranmore.Co..Donegal.
Irelands Ancient East,52.24202,-6.9514,British,VFR Trips,0,Arthurstown.Co..Wexford.
Irelands Ancient East,53.51116,-6.3974,British,VFR Trips,0,Ashbourne.Co..Meath.
Irelands Ancient East,53.01079,-6.1083,British,VFR Trips,0,Ashford.Co..Wicklow.
Irelands Ancient East,52.59545,-8.97,British,VFR Trips,0,Askeaton.Co..Limerick.
Irelands Ancient East,53.62363,-6.9156,British,VFR Trips,5488,Athboy.Co..Meath.
Irelands Ancient East,52.99183,-6.9857,British,VFR Trips,0,Athea.Co..Kildare.
Irelands Ancient East,53.30434,-8.7502,British,VFR Trips,0,Athenry.Co..Galway.
Irelands Ancient East,53.42393,-7.9407,British,VFR Trips,14200,Athlone.Co..Westmeath.
Irelands Ancient East,52.99183,-6.9857,British,VFR Trips,2590,Athy.Co..Kildare.
Irelands Ancient East,52.85593,-6.3259,British,VFR Trips,2312,Aughrim.Co..Wicklow.
Irelands Ancient East,52.85796,-6.213,British,VFR Trips,1993,Avoca.Co..Wicklow.
Irelands Ancient East,52.70311,-6.9559,British,VFR Trips,0,Bagenalstown.Co..Carlow.
Irelands Ancient East,53.9017,-8.5792,British,VFR Trips,0,Bailaghardereen.Co..Roscommon.
Irelands Ancient East,53.91561,-6.9693,British,VFR Trips,2528,Bailieborough.Co..Cavan.
Irelands Ancient East,53.60832,-6.1821,British,VFR Trips,2047,Balbriggan.Co..Dublin.
Dublin - Breath of Fresh Air,53.39867,-6.1273,British,VFR Trips,1233,Baldoyle.Co..Dublin.
Irelands Ancient East,53.83753,-8.3794,British,VFR Trips,5488,Ballangare.Co..Roscommon.
Irelands Ancient East,54.11495,-9.1551,British,VFR Trips,4698,Ballina.Co..Mayo.
Irelands Ancient East,53.32876,-8.2269,British,VFR Trips,12345,Ballinasloe.Co..Galway.
Irelands Ancient East,53.02514,-8.2208,British,VFR Trips,2047,Ballinderry.Co..Tipperary.
Irelands Ancient East,53.66926,-8.9567,British,VFR Trips,997,Ballindine.Co..Mayo.
Irelands Ancient East,52.58766,-7.5471,British,VFR Trips,0,Ballingarry.Co..Tipperary.
Irelands Ancient East,53.53295,-6.9681,British,VFR Trips,0,Ballinivor.Co..Meath.
Irelands Ancient East,53.74189,-8.6336,British,VFR Trips,0,Ballinlough.Co..Roscommon.
Irelands Ancient East,53.62373,-9.2211,British,VFR Trips,0,Ballinrobe.Co..Mayo.
Wild Atlantic Way,51.8244,-10.273,British,VFR Trips,0,Ballinskelligs.Co..Kerry
Dublin - Breath of Fresh Air,53.27673,-6.2554,British,VFR Trips,2047,Ballinteer.Co..Dublin.
Irelands Ancient East,54.20065,-8.365,British,VFR Trips,0,Ballintogher.Co..Sligo.
Irelands Ancient East,54.57885,-8.1243,British,VFR Trips,0,Ballintrae.Co..Donegal.
Irelands Ancient East,53.71809,-8.4101,British,VFR Trips,0,Ballintubber.Co..Roscommon.
Irelands Ancient East,54.21085,-8.5068,British,VFR Trips,0,Ballisodare.Co..Sligo.
Irelands Ancient East,54.12946,-6.9028,British,VFR Trips,2528,Ballybay.Co..Monaghan.
Irelands Ancient East,54.79682,-7.7875,British,VFR Trips,2047,Ballybofey.Co..Donegal.
Irelands Ancient East,53.11539,-7.154,British,VFR Trips,0,Ballybrittas.Co..Laois.
Wild Atlantic Way,52.51108,-9.671,British,VFR Trips,2528,Ballybunion.Co..Kerry.
Wild Atlantic Way,54.27967,-9.3725,British,VFR Trips,0,Ballycastle.Co..Mayo.
Irelands Ancient East,54.11622,-7.584,British,VFR Trips,3882,Ballyconnell.Co..Cavan.
Irelands Ancient East,51.82992,-8.0098,British,VFR Trips,0,Ballycotton.Co..Cork.
Irelands Ancient East,54.59066,-8.4221,British,VFR Trips,0,Ballycory.Co..Donegal.
Irelands Ancient East,53.32642,-7.6861,British,VFR Trips,0,Ballycumber.Co..Offaly.
Irelands Ancient East,52.06144,-9.135,British,VFR Trips,0,Ballydally.Co..Cork.
Wild Atlantic Way,51.56301,-9.4554,British,VFR Trips,0,Ballydehob.Co..Cork.
Wild Atlantic Way,52.45455,-9.6629,British,VFR Trips,0,Ballyduff.Co..Kerry.
Irelands Ancient East,52.1478,-8.0513,British,VFR Trips,1233,Ballyduff.Co..Waterford.
Irelands Ancient East,53.79234,-9.2178,British,VFR Trips,0,Ballyfarna.Co..Mayo.
Wild Atlantic Way,52.163,-10.4229,British,VFR Trips,0,Ballyferriter.Co..Kerry.
Irelands Ancient East,53.52256,-8.3257,British,VFR Trips,0,Ballygar.Co..Galway.
Irelands Ancient East,52.55988,-9.1905,British,VFR Trips,0,Ballyhahill.Co..Limerick.
Irelands Ancient East,53.76284,-8.7646,British,VFR Trips,0,Ballyhaunis.Co..Mayo.
Wild Atlantic Way,52.39411,-9.8387,British,VFR Trips,0,Ballyheigue.Co..Kerry.
Irelands Ancient East,53.86387,-7.2065,British,VFR Trips,0,Ballyjamesduff.Co..Cavan.
Irelands Ancient East,52.37107,-8.346,British,VFR Trips,2373,Ballylanders.Co..Limerick.
Irelands Ancient East,51.72154,-9.4378,British,VFR Trips,0,Ballylickey.Co..Cork.
Wild Atlantic Way,55.27844,-7.3942,British,VFR Trips,0,Ballyliffen.Co..Donegal.
Wild Atlantic Way,52.548,-9.4788,British,VFR Trips,0,Ballylongford.Co..Kerry.
Irelands Ancient East,53.56436,-7.7646,British,VFR Trips,0,Ballymahon.Co..Longford.
Irelands Ancient East,53.69403,-8.4618,British,VFR Trips,0,Ballymoe.Co..Galway.
Irelands Ancient East,52.68246,-6.2212,British,VFR Trips,0,Ballymoney.Co..Wexford.
Wild Atlantic Way,52.27455,-10.1621,British,VFR Trips,0,Ballymore.Co..Kerry.
Irelands Ancient East,53.49091,-7.6797,British,VFR Trips,0,Ballymore.Co..Westmeath.
Irelands Ancient East,53.13301,-6.6149,British,VFR Trips,2528,Ballymoreustace.Co..Kildare.
Irelands Ancient East,54.08983,-8.5172,British,VFR Trips,0,Ballymote.Co.Sligo.
Wild Atlantic Way,51.73564,-8.9508,British,VFR Trips,0,Ballyneen.Co..Cork.
Wild Atlantic Way,52.25798,-10.1628,British,VFR Trips,0,Ballyquin.Co..Kerry.
Irelands Ancient East,52.78867,-7.3338,British,VFR Trips,0,Ballyraggart.Co.Kilkenny.
Irelands Ancient East,54.50299,-8.192,British,VFR Trips,4043,Ballyshannon.Co..Donegal.
Irelands Ancient East,52.65558,-8.572,British,VFR Trips,0,Ballysheedy.Co..Limerick.
